4 0.0015 768 0 0 0.00195312
5 0.0003 768 0 0 0.000488281
4 0.0018 768 0 0 0.000488281
5 0.000488281 768 0 0 0.000976562
4 0.0021 768 0 0 0.000976562
5 0.0007 768 0 0 0.000976562
5 0.000976562 768 0 0 0.00195312
5 0.00109863 768 0 0.000976562 0.0012207
4 0.00165 768 0 0.000976562 0.0012207
5 0.0012207 768 0 0.000976562 0.00146484
4 0.0017 768 0 0.0012207 0.00146484
4 0.0018 768 0 0.000976562 0.00146484
5 0.00146484 768 0 0.000976562 0.00195312
4 0.00165 768 0 0.00146484 0.00170898
5 0.00170898 768 0 0.00146484 0.00195312
5 0.0019 768 0 0.00170898 0.00195312
4 0.001575 768 0 0.0019 0.00195312
4 0.00165 768 0 0.00170898 0.00195312
5 0.00183105 768 0 0.00170898 0.00195312
5 0.0019 768 0 0.00183105 0.00195312
4 0.0017 768 0 0.0019 0.0019
5 0.0019 768 0 0.0019 0.00195312
4 0.0017 768 0 0.00183105 0.00195312
4 0.0018 768 0 0.00146484 0.00195312
4 0.0021 768 0 0.000976562 0.00195312
5 0.0013 768 0 0.000976562 0.00146484
4 0.0024 768 0 0.000976562 0.00146484
4 0.0025 768 0 0.000976562 0.0012207
5 0.0012207 768 0 0.000976562 0.00146484
4 0.00255 768 0 0.0012207 0.00146484
5 0.00146484 768 0 0.000976562 0.00195312
4 0.00225 768 0 0.00146484 0.00170898
5 0.00158691 768 0 0.00146484 0.00170898
5 0.00170898 768 0 0.00146484 0.00195312
4 0.00225 768 0 0.00170898 0.00195312
5 0.00183105 768 0 0.00170898 0.00195312
4 0.0024 768 0 0.00146484 0.00195312
5 0.0016 768 0 0.00146484 0.00170898
4 0.00255 768 0 0.00146484 0.00170898
5 0.0016 768 0 0.00146484 0.00170898
5 0.00170898 768 0 0.00146484 0.00195312
5 0.00183105 768 0 0.00170898 0.00195312
4 0.0025 768 0 0.00183105 0.00195312
5 0.0019 768 0 0.00183105 0.00195312
4 0.0025 768 0 0.0019 0.0019
5 0.0019 768 0 0.0019 0.00195312
4 0.00255 768 0 0.00170898 0.00195312
5 0.00183105 768 0 0.00170898 0.00195312
5 0.00195312 768 0 0 0.00390625
4 0.0015 768 0 0.00195312 0.00390625
4 0.00165 768 0 0.00195312 0.00219727
5 0.00219727 768 0 0.00195312 0.00244141
4 0.0018 768 0 0.00195312 0.00244141
5 0.00219727 768 0 0.00195312 0.00244141
5 0.00244141 768 0 0.00195312 0.00292969
4 0.00165 768 0 0.00244141 0.00268555
5 0.00256348 768 0 0.00244141 0.00268555
5 0.00268555 768 0 0.00244141 0.00292969
5 0.00280762 768 0 0.00268555 0.00292969
4 0.00165 768 0 0.00268555 0.00292969
4 0.0018 768 0 0.00244141 0.00292969
5 0.00268555 768 0 0.00244141 0.00292969
4 0.002 768 0 0.00268555 0.00292969
5 0.0029 768 0 0.00268555 0.00292969
4 0.0021 768 0 0.00195312 0.00292969
5 0.0022 768 0 0.00195312 0.00244141
4 0.0024 768 0 0.00195312 0.00244141
5 0.00244141 768 0 0.00195312 0.00292969
5 0.0026 768 0 0.00244141 0.00268555
4 0.00225 768 0 0.00244141 0.00268555
5 0.0026 768 0 0.00244141 0.00268555
5 0.00268555 768 0 0.00244141 0.00292969
4 0.0022 768 0 0.00268555 0.00280762
5 0.00280762 768 0 0.00268555 0.00292969
4 0.0022 768 0 0.00280762 0.00292969
4 0.00225 768 0 0.00268555 0.00292969
5 0.00280762 768 0 0.00268555 0.00292969
4 0.0024 768 0 0.00244141 0.00292969
4 0.0026 768 0 0.00244141 0.00268555
5 0.00256348 768 0 0.00244141 0.00268555
5 0.00268555 768 0 0.00244141 0.00292969
4 0.0025 768 0 0.00268555 0.00280762
5 0.0027 768 0 0.00268555 0.00280762
5 0.00280762 768 0 0.00268555 0.00292969
4 0.0025 768 0 0.00280762 0.00292969
4 0.00255 768 0 0.00268555 0.00292969
4 0.002625 768 0 0.00268555 0.0028
5 0.0028 768 0 0.00268555 0.00292969
5 0.00292969 768 0 0.00195312 0.00390625
4 0.00165 768 0 0.00292969 0.00317383
5 0.00305176 768 0 0.00292969 0.00317383
5 0.00317383 768 0 0.00292969 0.00341797
4 0.0017 768 0 0.00317383 0.00341797
5 0.0032959 768 0 0.00317383 0.00341797
4 0.0018 768 0 0.00292969 0.00341797
4 0.00195 768 0 0.00292969 0.00317383
5 0.00317383 768 0 0.00292969 0.00341797
4 0.002 768 0 0.00317383 0.00341797
5 0.0032 768 0 0.00317383 0.0032959
5 0.0032959 768 0 0.00317383 0.00341797
5 0.00341797 768 0 0.00292969 0.00390625
4 0.0017 768 0 0.00341797 0.00366211
5 0.00366211 768 0 0.00341797 0.00390625
4 0.0017 768 0 0.00366211 0.00390625
5 0.00378418 768 0 0.00366211 0.00390625
5 0.0039 768 0 0.00378418 0.00390625
4 0.00175 768 0 0.0039 0.00390625
4 0.0018 768 0 0.0039 0.00390625
4 0.0018 768 0 0.0039 0.0039
4 0.0018 768 0 0.0039 0.0039
5 0.0039 768 0 0.0039 0.00390625
4 0.0018 768 0 0.00341797 0.00390625
4 0.00195 768 0 0.00341797 0.00366211
5 0.0035 768 0 0.00341797 0.00366211
5 0.00366211 768 0 0.00341797 0.00390625
5 0.00378418 768 0 0.00366211 0.00390625
4 0.00195 768 0 0.00366211 0.00390625
4 0.0021 768 0 0.00292969 0.00390625
5 0.00305176 768 0 0.00292969 0.00317383
4 0.00225 768 0 0.00292969 0.00317383
5 0.00317383 768 0 0.00292969 0.00341797
4 0.00225 768 0 0.00317383 0.00341797
4 0.0024 768 0 0.00317383 0.0032959
5 0.0032959 768 0 0.00317383 0.00341797
4 0.002325 768 0 0.0032959 0.00341797
5 0.0034 768 0 0.0032959 0.00341797
4 0.0024 768 0 0.0034 0.00341797
5 0.0034 768 0 0.0034 0.00341797
4 0.0024 768 0 0.00292969 0.00341797
5 0.00317383 768 0 0.00292969 0.00341797
5 0.0032959 768 0 0.00317383 0.00341797
4 0.0025 768 0 0.0032959 0.00341797
4 0.00255 768 0 0.00317383 0.00341797
5 0.0033 768 0 0.00317383 0.00341797
4 0.0026 768 0 0.0033 0.00341797
5 0.00341797 768 0 0.00292969 0.00390625
5 0.00354004 768 0 0.00341797 0.00366211
4 0.00225 768 0 0.00341797 0.00366211
4 0.002325 768 0 0.00341797 0.00354004
5 0.0035 768 0 0.00341797 0.00354004
5 0.00354004 768 0 0.00341797 0.00366211
5 0.00366211 768 0 0.00341797 0.00390625
5 0.0037 768 0 0.00366211 0.00390625
4 0.00225 768 0 0.00366211 0.00390625
5 0.00378418 768 0 0.00366211 0.00390625
5 0.0039 768 0 0.00378418 0.00390625
4 0.002325 768 0 0.00378418 0.00390625
5 0.00384521 768 0 0.00378418 0.00390625
4 0.0024 768 0 0.00341797 0.00390625
5 0.0036 768 0 0.00341797 0.00366211
4 0.00255 768 0 0.00341797 0.00366211
5 0.0036 768 0 0.00341797 0.00366211
5 0.00366211 768 0 0.00341797 0.00390625
4 0.0025 768 0 0.00366211 0.00378418
5 0.00378418 768 0 0.00366211 0.00390625
4 0.0025 768 0 0.00378418 0.00390625
5 0.0039 768 0 0.00378418 0.00390625
4 0.00255 768 0 0.00366211 0.00390625
5 0.0038 768 0 0.00366211 0.00390625
5 0.00385312 768 0 0.0038 0.00390625
5 0.0039 768 0 0.00385312 0.00390625
4 0.0026 768 0 0.0038 0.00390625
4 0.0017 768 0 0 0.00195312
4 0.0022 768 0 0 0.000976562
5 0.000976562 768 0 0 0.00195312
4 0.0022 768 0 0.000976562 0.00195312
5 0.00195312 768 0 0 0.00390625
4 0.0016 768 0 0.00195312 0.00390625
4 0.0019 768 0 0.00195312 0.00244141
5 0.0022 768 0 0.00195312 0.00244141
5 0.00244141 768 0 0.00195312 0.00292969
4 0.00215 768 0 0.00195312 0.00292969
5 0.0022 768 0 0.00195312 0.00244141
5 0.0024 768 0 0.0022 0.00244141
4 0.0022875 768 0 0.0022 0.00244141
4 0.002425 768 0 0.00195312 0.00244141
5 0.00244141 768 0 0.00195312 0.00292969
4 0.0024 768 0 0.00244141 0.00268555
5 0.00256348 768 0 0.00244141 0.00268555
5 0.00268555 768 0 0.00244141 0.00292969
4 0.0022875 768 0 0.00268555 0.00292969
4 0.0024 768 0 0.00268555 0.00280762
5 0.00280762 768 0 0.00268555 0.00292969
4 0.0023 768 0 0.00280762 0.00292969
4 0.002425 768 0 0.00244141 0.00292969
5 0.00256348 768 0 0.00244141 0.00268555
4 0.0025 768 0 0.00256348 0.00268555
4 0.0025625 768 0 0.00244141 0.00268555
5 0.00268555 768 0 0.00244141 0.00292969
4 0.0025 768 0 0.00268555 0.0028
5 0.0028 768 0 0.00268555 0.00292969
4 0.0025625 768 0 0.00268555 0.00292969
5 0.00280762 768 0 0.00268555 0.00292969
4 0.0026 768 0 0.00280762 0.00292969
5 0.00292969 768 0 0.00195312 0.00390625
4 0.001875 768 0 0.00292969 0.00341797
5 0.0031 768 0 0.00292969 0.00317383
4 0.0020125 768 0 0.00292969 0.00317383
5 0.00317383 768 0 0.00292969 0.00341797
4 0.0021 768 0 0.00317383 0.00341797
5 0.00341797 768 0 0.00292969 0.00390625
5 0.00366211 768 0 0.00341797 0.00390625
4 0.0018 768 0 0.00341797 0.00390625
4 0.00215 768 0 0.00292969 0.00390625
5 0.0031 768 0 0.00292969 0.00317383
4 0.0022875 768 0 0.00292969 0.00317383
5 0.003 768 0 0.00292969 0.00305176
4 0.0023 768 0 0.003 0.00305176
4 0.00235625 768 0 0.00292969 0.00305176
