0.0000 0.0000 0.0000 0.0000 0.0021 0.0024 0.0000 0.0000 0.0000 0.0157 0.1792 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0700 0.0627 1.0000 1.0000 0.0000 0.0600 0.0100 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0033 0.0600 0.0000 0.0000 0.0000 0.0196 0.0417 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0392 1.0000 1.0000 0.0000 0.1000 0.0100 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0034 0.0054 0.0000 0.0000 0.0000 0.0020 0.1375 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0900 0.0235 1.0000 1.0000 0.0000 0.1700 0.0200 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0017 0.0040 0.0000 0.0000 0.0000 0.0020 0.0042 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0118 1.0000 1.0000 0.0000 0.3300 0.0200 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0032 0.0061 0.0000 0.0000 0.0000 0.0039 0.0083 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0392 1.0000 1.0000 0.0000 0.1000 0.0200 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0034 0.0594 0.0000 0.0000 0.0000 0.0078 0.0167 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0157 1.0000 1.0000 0.0000 0.2500 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0033 0.0288 0.0000 0.0000 0.0000 0.0274 0.0750 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.1700 0.0549 1.0000 1.0000 0.0000 0.0700 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0034 0.0131 0.0000 0.0000 0.0000 0.0470 0.1167 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.1100 0.0941 1.0000 1.0000 0.0000 0.0400 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0037 0.0430 0.0000 0.0000 0.0000 0.0157 0.0333 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.1333 1.0000 1.0000 0.0000 0.0300 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0038 0.0334 0.0000 0.0000 0.0000 0.0352 0.0750 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.1725 1.0000 1.0000 0.0000 0.0200 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0039 0.0491 0.0000 0.0000 0.0000 0.0020 0.0042 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0078 1.0000 1.0000 0.0000 0.5000 0.0300 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0036 0.0049 0.0000 0.0000 0.0000 0.0196 0.0750 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.2200 0.0392 1.0000 1.0000 0.0000 0.1000 0.0400 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0032 0.0048 0.0000 0.0000 0.0000 0.0078 0.0167 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0784 1.0000 1.0000 0.0000 0.0500 0.0400 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0032 0.0045 0.0000 0.0000 0.0000 0.0274 0.0583 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.1176 1.0000 1.0000 0.0000 0.0300 0.0400 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0025 0.0114 0.0000 0.0000 0.0000 0.0157 0.0333 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0314 1.0000 1.0000 0.0000 0.1200 0.0400 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0037 0.0134 0.0000 0.0000 0.0000 0.0078 0.0167 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0157 1.0000 1.0000 0.0000 0.2500 0.0400 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0023 0.0411 0.0000 0.0000 0.0000 0.0078 0.0208 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.4000 0.0157 1.0000 1.0000 0.0000 0.2500 0.0500 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0033 0.0227 0.0000 0.0000 0.0000 0.0020 0.0500 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.1700 0.0549 1.0000 1.0000 0.0000 0.0700 0.0500 0.0000 0.0000 0.0000 0.0000 
0.0087 0.0000 0.0000 0.0000 0.0023 0.0030 0.0000 0.0000 0.0000 0.0196 0.0417 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0941 1.0000 1.0000 0.0000 0.0400 0.0500 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0017 0.0142 0.0000 0.0000 0.0000 0.0020 0.0042 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0392 1.0000 1.0000 0.0000 0.1000 0.0500 0.0000 0.0000 0.1000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0021 0.0185 0.0000 0.0000 0.0000 0.0117 0.0292 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.2900 0.0784 1.0000 1.0000 0.0000 0.0500 0.0500 0.0000 0.0000 0.0500 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0031 0.0316 0.0000 0.0000 0.0000 0.0059 0.0708 0.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.1200 0.0118 1.0000 1.0000 0.0000 0.3300 0.0500 0.0000 0.0000 0.0000 0.0000 
